image_001.jpg,Push_Up,109.711945,238.74084,-8.402644,102.6707,233.11287,-28.76696,102.89906,231.68794,-28.812513,103.01113,230.11519,-28.804468,102.0717,233.91386,-2.578271,101.89561,233.21739,-2.5913148,101.622116,232.38612,-2.6028843,106.95336,218.13477,-85.181046,105.759384,219.98401,30.874418,118.51758,235.64827,-25.580235,118.099495,236.6404,8.243537,146.32169,219.42407,-145.03868,158.31718,196.36429,98.22539,163.3613,289.7541,-191.69328,179.92427,235.63142,167.31332,152.92108,360.66794,-170.20479,186.0581,273.49945,190.40424,147.89291,380.6646,-197.31332,173.34454,274.1414,203.77017,132.97327,374.52393,-174.66493,168.83858,278.94675,177.70537,137.65291,369.91135,-160.66959,171.869,277.67493,180.7614,257.81958,246.45328,-76.941475,261.7463,227.66438,77.013954,348.66455,272.6105,-78.46862,347.7045,259.23242,96.54514,438.8758,288.64325,-51.772926,432.02814,278.0207,136.61777,458.93,285.11057,-49.95986,451.00238,275.30008,139.48378,438.56512,332.09653,-85.53871,433.29004,319.26596,103.22002
image_002.jpg,Push_Up,114.13786,206.23135,-9.41868,106.90021,200.1771,-30.74448,106.96279,199.05374,-30.790308,106.97646,197.81339,-30.776466,106.82014,200.1566,-3.2188218,106.857574,199.06071,-3.2180111,106.82267,197.79527,-3.199568,111.75267,186.53296,-85.93912,111.78025,186.33649,36.39681,122.81529,203.51675,-25.795574,123.20948,203.60683,10.008146,152.60733,193.87721,-149.5126,171.35823,168.38339,121.664116,158.67758,276.33774,-187.51157,185.45251,232.25598,161.13115,149.22144,357.07486,-166.45926,176.38284,276.67627,136.58919,145.34431,374.50342,-197.36429,170.56621,279.12,146.64459,143.11781,360.07773,-170.591,168.80127,281.50824,118.12619,148.23221,356.7334,-155.36008,170.50847,282.08658,125.03764,264.89618,228.13031,-80.34046,271.78915,206.94528,80.36351,353.60883,262.02924,-69.45395,355.5031,246.81921,107.54547,441.47867,289.0483,-31.978186,433.81427,279.2629,154.9523,459.9403,286.09753,-30.379396,454.65375,277.638,158.80954,437.69806,333.05695,-71.96205,430.37985,316.76932,122.19702
image_003.jpg,Push_Up,112.96739,222.60196,-15.316633,105.84366,216.69891,-36.537395,105.895515,215.4748,-36.581055,105.891556,214.09464,-36.564457,105.617096,216.70375,-8.717215,105.5304,215.54564,-8.733722,105.37509,214.20238,-8.748789,109.86714,201.852,-94.32933,109.451126,202.28778,29.409845,121.33454,219.12222,-32.940006,121.596954,219.13716,3.1502357,150.2688,207.97836,-161.6081,166.04866,179.75452,107.771095,164.10382,286.58786,-206.61565,185.06355,232.11673,165.01051,152.09421,362.02536,-178.29811,175.25645,277.8966,172.54999,142.80331,372.41742,-208.2661,171.77203,280.90976,185.69516,136.0682,369.62094,-184.19699,169.59033,282.07397,157.94795,141.04903,365.26236,-168.07806,171.28769,280.89835,161.92517,262.23212,235.6709,-83.90378,267.2957,213.74973,83.98836,351.4614,265.5928,-78.792725,352.0429,251.54915,124.11049,442.03464,289.73154,-47.37928,434.33984,279.1161,185.80733,457.88278,286.67142,-46.146145,452.57382,277.52884,190.6589,437.12244,332.21823,-89.08862,429.9221,315.66074,152.16058
image_004.jpg,Push_Up,107.68081,221.33319,-45.675716,101.33752,214.83337,-67.77248,101.43484,213.50647,-67.819016,101.52139,212.01566,-67.813034,101.12995,215.279,-38.338337,101.0778,214.31828,-38.350437,100.96055,213.1486,-38.351437,107.02279,200.46411,-125.26703,106.275116,200.49191,5.659468,115.94796,218.3859,-62.96151,115.99248,218.76527,-24.789972,152.10378,208.29585,-192.17633,165.28996,182.02354,95.648735,162.58344,286.57718,-239.67807,179.18558,237.22774,164.72656,151.6682,362.88623,-220.30664,172.86769,278.56097,181.25928,146.89162,380.94763,-254.60413,170.4239,280.76346,196.68073,135.19395,376.13086,-228.98232,168.17685,282.14642,167.4601,140.34033,372.00952,-209.82611,168.64793,285.29706,170.45775,262.40274,240.96709,-89.10193,267.98648,219.79327,89.161545,352.1756,270.39258,-66.713135,353.73917,252.66884,148.57115,443.8148,289.8864,-26.58245,434.72195,277.68887,229.38805,459.8682,287.02658,-24.603416,454.27768,277.55557,236.73296,437.4354,332.80106,-72.03275,431.34344,317.97958,199.5684
image_005.jpg,Push_Up,108.56778,202.94666,-14.496866,102.96544,195.83472,-35.095783,103.13112,194.44554,-35.14273,103.19863,192.96597,-35.129013,102.77216,196.12877,-6.6835985,102.83401,194.96448,-6.6805983,102.77625,193.62057,-6.6624074,109.21793,181.89006,-90.008255,108.75006,181.52632,35.721077,117.16232,200.06522,-31.386951,117.51799,200.37448,5.350212,155.1376,189.98193,-159.10815,171.67845,169.88414,119.77278,159.05005,273.0598,-196.98123,180.2147,232.48924,152.35762,147.58269,360.69275,-173.6088,173.86009,272.60605,121.260155,143.22699,377.91153,-204.68506,170.19003,274.73334,129.53105,141.12224,363.8676,-178.9453,167.53705,279.14496,101.48924,145.98354,359.923,-162.75838,169.2027,279.36746,109.44608,262.29147,229.82913,-82.413765,268.73602,210.73363,82.42683,351.81543,263.43698,-75.089584,354.71527,250.34505,97.10628,444.60046,291.14307,-36.291077,438.18524,281.3135,133.90747,461.5146,288.8371,-34.633728,456.4295,280.22314,136.27643,440.03827,334.80664,-78.88508,435.0646,323.3273,95.96517
image_006.jpg,Push_Up,111.22839,206.8665,-25.26944,105.12926,199.9852,-46.603832,105.27896,198.8324,-46.644714,105.35161,197.62782,-46.63085,104.965256,199.78336,-18.852982,105.04269,198.55167,-18.862629,105.03874,197.20592,-18.85022,110.80569,186.46953,-103.59075,110.88089,185.57213,19.638542,119.46144,204.38815,-42.513344,119.88986,204.27338,-6.4956613,153.53099,197.41602,-168.06874,171.7408,170.99068,105.06832,159.55186,278.81332,-205.98811,185.05577,233.10036,154.02377,146.84833,360.05264,-186.64569,173.7086,276.73395,144.38033,147.87723,368.1907,-218.51326,168.03201,281.44547,157.29417,140.10306,364.88953,-191.36618,166.22694,283.73743,126.62876,145.03275,361.29974,-175.4841,168.0895,284.22147,132.36732,263.26813,233.01328,-81.693115,270.814,210.6723,81.71286,353.4696,266.2415,-66.57921,356.5121,248.62598,111.9485,444.7525,289.90588,-27.231306,435.25296,277.07465,166.3854,461.10437,287.72653,-25.562435,455.54285,277.7902,171.1212,435.36783,331.749,-68.41991,429.77466,318.53528,136.0137
image_007.jpg,Push_Up,114.03238,209.14873,-19.3126,107.4558,202.81432,-40.231068,107.53946,201.62613,-40.275898,107.564606,200.38638,-40.257404,107.20841,202.8933,-13.177929,107.150345,201.79454,-13.1870575,107.0206,200.59868,-13.175732,112.23912,188.78746,-97.71306,111.95589,188.4172,22.466618,122.20802,206.30772,-36.91352,122.496544,206.42148,-1.805592,154.45253,198.91867,-163.4693,171.37038,170.87701,103.52855,160.05728,281.71234,-206.01476,181.72679,228.33331,166.87384,149.19101,363.48035,-187.47656,171.65306,276.39716,182.6124,144.93639,381.81293,-217.25404,168.54495,278.71518,199.1121,142.36885,368.10266,-191.41005,166.85083,280.7936,170.70393,147.12756,364.0283,-176.57828,167.43346,283.74097,172.30298,262.11652,233.04303,-82.13052,269.48877,210.64589,82.187996,351.5511,267.42865,-86.58703,353.50443,249.29929,113.170876,443.78122,289.83972,-63.85432,434.9431,277.3512,161.6048,460.66544,287.67856,-63.285057,454.4585,277.1424,165.39513,437.6289,332.85858,-104.35633,432.09595,317.49597,131.03862
image_008.jpg,Push_Up,114.5976,207.32706,-7.7208967,107.57456,201.23276,-28.976643,107.60728,200.02644,-29.025494,107.59083,198.70912,-29.009806,107.48584,201.18227,-1.4193145,107.47909,200.011,-1.4267261,107.40732,198.67613,-1.4216905,111.971954,186.78172,-87.418625,111.86099,185.95712,35.098415,122.99001,204.16878,-25.551472,123.505264,204.08598,10.24244,153.65001,197.28265,-156.44653,171.37473,168.26868,118.51974,158.76558,280.38663,-198.06096,185.36809,226.30371,178.50826,149.45041,360.404,-177.18623,172.81972,275.2321,188.10881,145.3696,378.4902,-207.6305,169.11546,276.60266,204.74559,141.33794,365.03564,-180.76457,166.49728,281.7162,175.6318,146.22469,361.201,-165.85641,167.93346,282.09708,177.37689,262.63208,231.40181,-83.31591,269.69916,208.52924,83.37392,353.25302,265.57898,-75.01057,354.638,249.29668,113.699554,443.78787,289.9533,-45.074875,435.04425,277.8776,168.88388,460.68512,287.54202,-44.159195,454.3847,277.58395,173.52583,437.6375,332.99908,-86.1252,432.06604,318.42758,138.30376
image_009.jpg,Push_Up,112.49712,219.43942,-21.177338,105.3897,213.3172,-42.703526,105.545456,211.9612,-42.763863,105.61471,210.39922,-42.77055,105.1026,213.53748,-13.200037,105.08094,212.41241,-13.194329,104.955956,211.05464,-13.183729,110.30731,197.91338,-99.69015,109.52229,198.40193,31.784721,121.34414,216.2711,-38.446873,121.62522,216.48695,-0.115130186,151.55653,204.47969,-171.71643,166.77258,181.92566,121.189354,160.10228,286.5352,-220.96909,178.03825,242.09326,171.73605,149.12518,363.27264,-203.54146,169.68654,284.04108,163.72581,147.62416,375.63837,-238.38237,165.76537,286.28467,175.73116,139.77647,372.41495,-211.73141,161.96542,294.15173,146.82071,144.91568,368.52432,-192.73012,163.85997,293.43103,152.08632,259.11102,240.41145,-89.799034,267.09433,217.80737,89.88516,351.78854,273.39743,-69.39545,352.8381,252.2009,141.1764,444.4618,289.99677,-26.365255,432.84448,276.43042,214.30194,462.75296,289.25995,-24.144794,454.19745,278.22958,220.93831,437.2036,331.72202,-71.334175,425.91953,315.25067,182.12248
image_010.jpg,Push_Up,110.83321,204.12581,-18.324614,104.588615,196.71341,-38.48726,104.77844,195.4112,-38.53237,104.94131,193.96097,-38.5227,104.36899,196.88335,-10.466642,104.44434,195.75441,-10.467102,104.47758,194.43497,-10.443984,110.827934,182.4187,-91.79158,110.36162,182.0583,32.240376,119.073784,201.68468,-34.689934,119.41192,201.90378,1.5820879,156.08841,193.5839,-158.87805,172.52057,171.49945,116.55344,159.41861,276.24734,-199.29208,182.04047,234.1869,154.7572,148.14374,357.00793,-182.96436,171.50662,279.24225,129.7732,149.4231,365.05966,-215.30605,167.72383,281.42935,139.67259,141.86671,361.45282,-188.45137,165.783,283.41187,109.56749,146.78271,358.15448,-172.07367,167.2514,283.86826,117.34403,262.4389,231.43219,-82.08013,269.46887,212.07562,82.09904,351.61383,263.8977,-76.43526,355.07242,249.32385,96.1475,444.42212,290.73322,-39.585297,437.3762,279.65906,133.97829,460.2781,288.20993,-37.99859,455.88794,279.6784,136.60081,437.46774,332.97507,-83.30857,433.187,320.3757,95.75615
